Marital_status,Course,Previous_qualification,Nacionality,Mothers_occupation,Fathers_occupation,Daytime_evening_attendance,Gender,Debtor,Tuition_fees_up_to_date,Scholarship_holder,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Application_order,Enrolled,Status
Single,Agronomy,Technological specialization course,Portuguese,Specialists in Intellectual and Scientific Activities,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Daytime,Male,No,Yes,No,9,8,13.333333333333334,10,9,13.11111111111111,1,True,Graduate
Single,Management,Secondary education,Portuguese,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,5,5,13.4,5,5,15.0,1,False,Graduate
Married,Tourism,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Portuguese,Student,Student,Daytime,Male,Yes,No,No,6,0,0.0,6,0,0.0,1,False,Dropout
Single,Management (evening attendance),Secondary education,Portuguese,Student,Student,Evening,Male,No,Yes,No,5,2,11.0,5,0,0.0,1,False,Dropout
Single,Management (evening attendance),Technological specialization course,Portuguese,Administrative staff,Armed Forces Professions,Evening,Male,No,Yes,No,15,13,12.0,13,9,11.333333333333334,1,False,Dropout
Single,Management (evening attendance),Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Evening,Male,No,Yes,No,5,0,0.0,5,0,0.0,1,False,Dropout
Single,Management,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Portuguese,Administrative staff,Armed Forces Professions,Daytime,Male,No,No,No,5,0,0.0,5,0,0.0,2,False,Dropout
Single,Tourism,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Daytime,Male,No,Yes,No,6,4,12.5,6,4,10.25,5,False,Dropout
Single,Communication Design,Secondary education,Portuguese,Intermediate Level Technicians and Professions,Unskilled Workers,Daytime,Male,No,Yes,No,6,6,13.666666666666666,6,6,12.166666666666666,1,False,Graduate
Single,Informatics Engineering,Secondary education,Portuguese,Administrative staff,Specialists in Intellectual and Scientific Activities,Daytime,Male,No,Yes,No,5,1,10.0,5,0,0.0,1,False,Dropout
Single,Advertising and Marketing Management,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,No,No,No,6,6,11.5,6,2,13.0,1,False,Dropout
Single,Management (evening attendance),Secondary education,Portuguese,Unskilled Workers,Administrative staff,Evening,Male,No,Yes,No,5,4,12.25,5,4,12.75,1,True,Graduate
Single,Veterinary Nursing,Secondary education,Portuguese,Administrative staff,Installation and Machine Operators and Assembly Workers,Daytime,Male,No,No,No,6,5,13.6,6,5,13.666666666666666,1,True,Dropout
Single,Management (evening attendance),Other : 11th year of schooling,Portuguese,Unskilled Workers,Unskilled Workers,Evening,Male,No,Yes,No,5,2,10.5,5,3,11.333333333333334,1,True,Dropout
Single,Nursing,Secondary education,Portuguese,Administrative staff,Unskilled Workers,Daytime,Male,No,Yes,Yes,7,6,13.266666666666666,7,6,13.266666666666666,3,False,Graduate
Single,Nursing,Secondary education,Portuguese,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Daytime,Male,No,Yes,Yes,7,7,12.5125,8,8,14.1875,4,False,Graduate
Married,Equinculture,12th year of schooling : not completed,Portuguese,Student,Student,Daytime,Male,No,Yes,No,5,0,0.0,5,0,0.0,1,False,Dropout
Single,Advertising and Marketing Management,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,No,No,No,6,0,0.0,6,0,0.0,1,False,Dropout
Single,Nursing,Secondary education,Portuguese,Intermediate Level Technicians and Professions,Unskilled Workers,Daytime,Male,No,Yes,No,7,6,13.483333333333334,7,6,13.483333333333334,1,False,Graduate
Single,Nursing,Secondary education,Portuguese,Meal preparation assistants,"Unskilled workers in extractive industry, construction, manufacturing and transport",Daytime,Male,No,Yes,No,7,6,12.565,8,5,12.16,1,True,Graduate
Single,Social Service,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,Yes,No,No,6,0,0.0,5,0,0.0,1,False,Dropout
Single,Management,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,Daytime,Male,No,Yes,No,5,3,13.0,5,3,11.666666666666666,1,False,Dropout
Single,Informatics Engineering,Technological specialization course,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,Yes,Yes,No,5,5,16.5,5,5,17.714285714285715,1,False,Dropout
Single,Advertising and Marketing Management,Secondary education,Portuguese,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Daytime,Male,Yes,Yes,No,6,6,13.166666666666666,6,5,13.2,1,True,Graduate
Single,Veterinary Nursing,Technological specialization course,Portuguese,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Daytime,Male,No,Yes,No,6,6,13.8,6,6,13.142857142857142,1,False,Graduate
Single,Tourism,Other : 11th year of schooling,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,6,6,11.166666666666666,6,4,11.8,1,True,Graduate
Single,Agronomy,Secondary education,Portuguese,Unskilled Workers,Administrative staff,Daytime,Male,No,No,No,6,0,0.0,6,0,0.0,1,False,Dropout
Single,Communication Design,Secondary education,Portuguese,Specialists in Intellectual and Scientific Activities,Armed Forces Professions,Daytime,Male,No,Yes,No,6,6,12.666666666666666,6,6,12.142857142857142,4,True,Graduate
Single,Advertising and Marketing Management,Secondary education,Portuguese,Specialists in Intellectual and Scientific Activities,Administrative staff,Daytime,Male,No,Yes,No,5,5,12.6,5,4,14.5,1,False,Graduate
Married,Nursing,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Portuguese,Administrative staff,Administrative staff,Daytime,Male,No,Yes,No,7,5,13.06,7,0,0.0,1,True,Dropout
Single,Journalism and Communication,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Daytime,Male,No,Yes,No,6,6,13.833333333333334,6,6,13.625,5,False,Graduate
Single,Equinculture,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Portuguese,,,Daytime,Male,No,Yes,No,5,0,0.0,5,0,0.0,1,False,Dropout
Single,Informatics Engineering,Technological specialization course,Portuguese,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,Daytime,Male,Yes,No,No,6,2,16.0,7,2,16.0,1,False,Dropout
Single,Informatics Engineering,Technological specialization course,Portuguese,Intermediate Level Technicians and Professions,Administrative staff,Daytime,Male,Yes,No,No,5,0,0.0,5,0,0.0,1,False,Dropout
Married,Management (evening attendance),Secondary education,Portuguese,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Specialists in Intellectual and Scientific Activities,Evening,Male,No,No,Yes,5,3,10.666666666666666,5,3,10.666666666666666,1,False,Dropout
Married,Communication Design,Higher education : bachelor's degree,Portuguese,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Daytime,Male,No,Yes,No,18,18,14.5,18,18,14.5,1,False,Graduate
Single,Informatics Engineering,Secondary education,Portuguese,"Skilled Workers in Industry, Construction and Craftsmen",Intermediate Level Technicians and Professions,Daytime,Male,No,Yes,Yes,5,5,14.0,5,5,13.8,6,False,Graduate
Single,Informatics Engineering,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,No,Yes,No,5,3,13.333333333333334,5,5,13.571428571428571,5,False,Graduate
Single,Veterinary Nursing,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Portuguese,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",Daytime,Male,No,Yes,No,6,0,0.0,6,0,0.0,1,False,Dropout
Single,Communication Design,Secondary education,Portuguese,Other administrative support staff,Other administrative support staff,Daytime,Male,No,Yes,No,6,5,12.0,6,4,11.2,2,False,Graduate
Single,Informatics Engineering,Secondary education,Portuguese,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",Daytime,Male,No,Yes,No,5,5,16.2,5,5,16.0,1,False,Graduate
Single,Management (evening attendance),Other : 11th year of schooling,Portuguese,Unskilled Workers,Unskilled Workers,Evening,Male,No,Yes,No,13,7,10.285714285714286,11,5,10.6,1,False,Dropout
Single,Informatics Engineering,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,No,Yes,No,5,0,0.0,5,0,0.0,2,True,Dropout
Single,Tourism,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,No,Yes,Yes,6,6,13.571428571428571,6,6,13.166666666666666,1,False,Graduate
Single,Equinculture,Secondary education,Portuguese,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Daytime,Male,No,Yes,No,6,6,14.285714285714286,6,6,14.857142857142858,1,False,Graduate
Single,Management,Secondary education,Portuguese,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Daytime,Male,No,Yes,No,5,5,10.2,5,4,10.5,3,False,Graduate
Single,Nursing,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,Yes,Yes,No,8,2,10.25,8,2,10.25,1,False,Dropout
Single,Veterinary Nursing,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Daytime,Male,No,Yes,No,6,0,0.0,6,0,0.0,4,False,Dropout
Single,Advertising and Marketing Management,Secondary education,Portuguese,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,Yes,6,6,14.833333333333334,6,6,14.833333333333334,1,False,Graduate
Single,Agronomy,Technological specialization course,Portuguese,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Daytime,Male,No,Yes,No,6,5,13.625,6,5,12.6,1,False,Graduate
Married,Oral Hygiene,Secondary education,Portuguese,"Unskilled workers in extractive industry, construction, manufacturing and transport",Other administrative support staff,Daytime,Male,Yes,Yes,No,7,7,12.271428571428572,8,7,13.657142857142857,1,False,Graduate
Single,Management (evening attendance),Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Evening,Male,No,Yes,No,5,0,0.0,5,0,0.0,1,False,Dropout
Single,Management,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,Yes,No,No,5,4,12.5,5,5,10.5,6,True,Dropout
Single,Social Service (evening attendance),Secondary education,Portuguese,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",Evening,Male,No,Yes,No,9,9,13.22222222222222,7,7,13.142857142857142,1,False,Graduate
Single,Biofuel Production Technologies,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,No,Yes,No,7,2,15.0,7,2,11.5,1,False,Dropout
Single,Animation and Multimedia Design ,Higher education : degree,Portuguese,Unskilled Workers,Specialists in Intellectual and Scientific Activities,Daytime,Male,No,No,No,0,0,0.0,0,0,0.0,1,False,Dropout
Single,Communication Design,Secondary education,Portuguese,Unskilled Workers,Specialists in Intellectual and Scientific Activities,Daytime,Male,No,Yes,No,12,12,13.166666666666666,12,12,13.0,1,False,Graduate
Single,Journalism and Communication,Secondary education,Portuguese,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Daytime,Male,No,Yes,Yes,6,5,13.833333333333334,6,4,14.0,1,False,Graduate
Single,Management (evening attendance),Higher education : degree (1st cycle),Portuguese,Administrative staff,Specialists in Intellectual and Scientific Activities,Evening,Male,No,Yes,No,5,0,0.0,5,0,0.0,1,False,Dropout
Single,Management,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,Daytime,Male,No,Yes,No,5,0,0.0,5,0,0.0,3,True,Dropout
Single,Nursing,Secondary education,Portuguese,Specialists in Intellectual and Scientific Activities,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,8,7,13.154285714285717,8,7,13.154285714285717,3,True,Graduate
Single,Advertising and Marketing Management,Higher education : degree,Portuguese,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Daytime,Male,No,Yes,No,12,9,12.333333333333334,11,6,13.166666666666666,1,False,Dropout
Single,Journalism and Communication,Secondary education,Portuguese,Installation and Machine Operators and Assembly Workers,Intermediate Level Technicians and Professions,Daytime,Male,Yes,Yes,No,6,6,13.0,6,5,11.8,3,False,Dropout
Single,Equinculture,Secondary education,Portuguese,Unskilled Workers,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Daytime,Male,No,Yes,No,5,2,11.5,5,5,11.4,1,True,Graduate
Single,Agronomy,Technological specialization course,Portuguese,Unskilled Workers,Armed Forces Professions,Daytime,Male,No,Yes,No,6,3,13.25,6,1,12.0,1,False,Dropout
Single,Agronomy,Technological specialization course,Portuguese,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Daytime,Male,No,Yes,No,6,3,13.333333333333334,6,3,12.75,1,True,Dropout
Single,Social Service,Secondary education,Portuguese,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",Daytime,Female,No,Yes,No,6,6,13.5,6,6,12.166666666666666,2,False,Graduate
Single,Journalism and Communication,Secondary education,Portuguese,Unskilled Workers,Intermediate Level Technicians and Professions,Daytime,Female,No,Yes,Yes,6,6,12.666666666666666,6,5,12.8,4,False,Graduate
Single,Management,Secondary education,Portuguese,Specialists in Intellectual and Scientific Activities,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Daytime,Female,No,Yes,No,11,11,15.090909090909092,6,6,14.5,1,False,Dropout
Single,Animation and Multimedia Design ,Secondary education,Portuguese,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",Daytime,Male,Yes,No,No,0,0,0.0,0,0,0.0,4,False,Dropout
Single,Journalism and Communication,Secondary education,Portuguese,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Daytime,Male,No,Yes,No,6,6,13.166666666666666,6,6,12.666666666666666,3,False,Graduate
Single,Journalism and Communication,Secondary education,Portuguese,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,6,6,12.833333333333334,6,6,12.833333333333334,4,False,Graduate
Single,Informatics Engineering,Secondary education,Portuguese,"Office workers, secretaries in general and data processing operators","Unskilled workers in extractive industry, construction, manufacturing and transport",Daytime,Male,No,Yes,No,5,5,11.8,5,3,12.0,3,True,Dropout
Single,Journalism and Communication,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,No,Yes,No,6,6,11.833333333333334,6,6,12.166666666666666,2,False,Graduate
Single,Journalism and Communication,Secondary education,Portuguese,Specialists in Intellectual and Scientific Activities,Administrative staff,Daytime,Male,No,Yes,No,6,5,12.8,6,3,12.75,3,False,Graduate
Single,Communication Design,Technological specialization course,Portuguese,Administrative staff,Administrative staff,Daytime,Male,No,Yes,No,7,5,11.8,9,5,11.0,1,False,Dropout
Single,Animation and Multimedia Design ,Secondary education,Portuguese,Unskilled Workers,Administrative staff,Daytime,Male,No,Yes,No,0,0,0.0,0,0,0.0,1,True,Graduate
Single,Informatics Engineering,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,Daytime,Male,No,Yes,No,5,5,15.8,5,5,14.571428571428571,1,False,Dropout
Single,Animation and Multimedia Design ,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,Yes,Yes,No,0,0,0.0,0,0,0.0,1,True,Dropout
Single,Informatics Engineering,Technological specialization course,Portuguese,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",Daytime,Male,No,Yes,No,5,2,12.5,5,3,11.6,1,True,Dropout
Single,Advertising and Marketing Management,Secondary education,Portuguese,Administrative staff,Administrative staff,Daytime,Male,No,Yes,No,6,6,14.666666666666666,6,6,13.857142857142858,1,False,Graduate
Single,Veterinary Nursing,Technological specialization course,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,6,4,12.5,6,2,12.0,1,False,Dropout
Single,Informatics Engineering,Secondary education,Portuguese,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Daytime,Male,No,Yes,No,5,3,12.0,6,2,10.5,1,False,Dropout
Single,Informatics Engineering,Secondary education,Brazilian,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,Daytime,Male,Yes,Yes,No,8,7,13.142857142857142,6,6,11.833333333333334,1,True,Graduate
Single,Advertising and Marketing Management,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,Daytime,Male,Yes,Yes,No,6,3,12.666666666666666,6,4,11.142857142857142,1,False,Dropout
Single,Informatics Engineering,Secondary education,Portuguese,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Daytime,Male,No,No,Yes,5,5,15.0,5,5,14.2,1,True,Dropout
Single,Social Service,Secondary education,Portuguese,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Female,Yes,Yes,No,6,5,13.6,6,5,11.8,1,False,Dropout
Single,Journalism and Communication,Secondary education,Portuguese,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",Daytime,Female,No,Yes,No,6,6,12.5,6,6,13.833333333333334,5,False,Graduate
Single,Social Service,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Female,No,Yes,Yes,6,6,13.333333333333334,6,6,13.5,1,False,Graduate
Single,Veterinary Nursing,Secondary education,Brazilian,Unskilled Workers,Unskilled Workers,Daytime,Female,No,Yes,No,6,4,12.25,6,5,11.0,1,False,Dropout
Single,Nursing,Secondary education,Portuguese,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Daytime,Female,No,Yes,Yes,7,7,15.101428571428572,8,8,16.09375,1,False,Graduate
Single,Social Service,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Female,No,Yes,Yes,6,6,13.166666666666666,6,6,16.0,2,False,Graduate
Single,Social Service (evening attendance),Secondary education,Portuguese,Specialists in Intellectual and Scientific Activities,Administrative staff,Evening,Female,No,Yes,No,6,4,11.0,6,0,0.0,6,False,Dropout
Single,Management,Secondary education,Portuguese,Specialists in Intellectual and Scientific Activities,Administrative staff,Daytime,Female,No,Yes,No,5,3,11.666666666666666,5,4,11.75,2,False,Graduate
Single,Social Service,Secondary education,Portuguese,"Skilled Workers in Industry, Construction and Craftsmen","Personal Services, Security and Safety Workers and Sellers",Daytime,Female,No,Yes,No,6,1,10.0,6,1,13.0,1,True,Dropout
Single,Social Service (evening attendance),Secondary education,Portuguese,Student,Student,Evening,Female,No,Yes,No,7,7,11.571428571428571,6,2,11.0,1,False,Dropout
Single,Journalism and Communication,Secondary education,Portuguese,Administrative staff,Administrative staff,Daytime,Female,No,Yes,Yes,6,6,12.166666666666666,6,5,11.2,6,True,Graduate
Single,Animation and Multimedia Design ,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Female,No,Yes,No,0,0,0.0,0,0,0.0,1,False,Dropout
Single,Advertising and Marketing Management,Secondary education,Portuguese,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Daytime,Female,No,No,Yes,6,6,13.833333333333334,6,6,14.285714285714286,1,False,Graduate
Single,Nursing,Secondary education,Portuguese,Unskilled Workers,Intermediate Level Technicians and Professions,Daytime,Female,No,Yes,Yes,7,6,12.357142857142858,8,7,13.0,3,False,Graduate
Single,Journalism and Communication,Secondary education,Portuguese,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",Daytime,Female,Yes,No,No,6,6,12.166666666666666,6,2,10.333333333333334,3,False,Dropout
Single,Social Service,Technological specialization course,Portuguese,cleaning workers,Armed Forces Sergeants,Daytime,Female,Yes,Yes,No,6,3,12.0,6,2,12.5,1,True,Dropout
Single,Tourism,Secondary education,Portuguese,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Daytime,Female,No,Yes,No,10,9,12.416666666666666,9,7,13.0,1,False,Graduate
Single,Veterinary Nursing,Secondary education,Portuguese,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Daytime,Female,No,Yes,No,5,4,12.75,5,4,12.75,2,False,Graduate
Single,Nursing,Frequency of higher education,Portuguese,Unskilled Workers,Administrative staff,Daytime,Female,No,Yes,No,21,18,14.933333333333334,21,18,14.933333333333334,1,False,Graduate
Single,Journalism and Communication,Secondary education,Portuguese,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,Daytime,Female,No,Yes,No,6,6,13.0,6,6,11.666666666666666,1,False,Graduate
Divorced,Basic Education,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Female,Yes,No,No,7,7,12.857142857142858,7,6,12.666666666666666,1,True,Dropout
Married,Nursing,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Daytime,Female,No,Yes,No,7,7,14.455000000000002,8,8,13.91,4,False,Graduate
Single,Advertising and Marketing Management,Secondary education,Portuguese,Administrative staff,Administrative staff,Daytime,Female,No,Yes,Yes,6,6,14.0,6,6,13.285714285714286,1,False,Graduate
Single,Journalism and Communication,Secondary education,Portuguese,Administrative staff,Administrative staff,Daytime,Female,No,Yes,Yes,6,6,13.5,6,6,12.666666666666666,3,False,Graduate
Single,Tourism,Secondary education,Portuguese,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Daytime,Female,No,No,No,6,0,0.0,6,0,0.0,2,False,Dropout
Single,Social Service (evening attendance),Secondary education,Portuguese,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Evening,Female,No,Yes,Yes,6,6,11.666666666666666,6,5,14.0,2,False,Graduate
Single,Veterinary Nursing,Secondary education,Portuguese,Administrative staff,Unskilled Workers,Daytime,Female,No,Yes,Yes,5,4,12.0,5,5,13.333333333333334,1,False,Graduate
Single,Social Service,Secondary education,Portuguese,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,Daytime,Female,No,Yes,Yes,6,6,11.714285714285714,6,6,11.833333333333334,3,False,Graduate
Single,Social Service,Secondary education,Portuguese,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,Daytime,Female,No,Yes,No,6,6,12.666666666666666,6,6,12.428571428571429,3,False,Graduate
Single,Veterinary Nursing,Secondary education,Portuguese,Administrative staff,Specialists in Intellectual and Scientific Activities,Daytime,Female,No,Yes,No,6,3,11.75,6,4,12.8,1,True,Dropout
Single,Social Service,Secondary education,Portuguese,Installation and Machine Operators and Assembly Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Daytime,Female,No,Yes,No,6,0,0.0,6,0,0.0,1,False,Dropout
Single,Nursing,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Daytime,Female,No,Yes,No,8,7,12.328571428571427,8,7,12.328571428571427,4,False,Graduate
Facto Union,Basic Education,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Portuguese,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Daytime,Female,No,Yes,No,7,6,11.666666666666666,7,1,10.0,1,False,Dropout
Single,Communication Design,Secondary education,Portuguese,Intermediate Level Technicians and Professions,Unskilled Workers,Daytime,Female,No,Yes,Yes,12,12,13.25,12,11,12.727272727272728,1,False,Graduate
Single,Advertising and Marketing Management,Technological specialization course,Portuguese,"Skilled Workers in Industry, Construction and Craftsmen",Armed Forces Professions,Daytime,Female,No,Yes,No,6,5,11.833333333333334,6,4,13.25,1,True,Graduate
Single,Oral Hygiene,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Female,No,Yes,Yes,7,7,13.3,8,8,15.125,1,False,Graduate
Single,Veterinary Nursing,Technological specialization course,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Female,No,Yes,No,6,6,12.555555555555555,6,5,11.8,1,True,Graduate
Single,Journalism and Communication,Secondary education,Portuguese,Administrative staff,Armed Forces Professions,Daytime,Female,No,Yes,No,6,6,12.833333333333334,6,6,12.166666666666666,1,False,Graduate
Single,Social Service,Technological specialization course,Portuguese,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",Daytime,Female,No,Yes,Yes,6,6,12.833333333333334,6,6,12.833333333333334,1,False,Graduate
Single,Veterinary Nursing,Secondary education,Portuguese,Administrative staff,Armed Forces Professions,Daytime,Female,No,Yes,Yes,5,3,12.666666666666666,5,3,13.0,2,False,Graduate
Single,Nursing,Secondary education,Portuguese,Unskilled Workers,Specialists in Intellectual and Scientific Activities,Daytime,Female,No,Yes,No,7,6,13.271428571428572,8,7,14.471428571428572,5,False,Graduate
Single,Management (evening attendance),Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,Evening,Female,No,Yes,Yes,5,5,12.4,5,5,12.833333333333334,1,False,Graduate
Single,Veterinary Nursing,Technological specialization course,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Daytime,Female,No,Yes,No,5,2,14.5,5,4,11.25,1,True,Dropout
Single,Social Service,Secondary education,Portuguese,"Skilled Workers in Industry, Construction and Craftsmen",Armed Forces Professions,Daytime,Female,Yes,Yes,No,6,0,0.0,5,0,0.0,3,False,Dropout
Single,Journalism and Communication,Secondary education,Portuguese,teachers,Health professionals,Daytime,Female,No,Yes,No,6,6,14.285714285714286,6,6,13.25,1,False,Graduate
Single,Veterinary Nursing,Secondary education,Portuguese,Unskilled Workers,Armed Forces Professions,Daytime,Female,No,Yes,No,5,3,12.333333333333334,5,5,12.6,1,False,Graduate
Single,Nursing,Secondary education,Portuguese,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Daytime,Female,No,Yes,Yes,7,6,12.583333333333334,8,7,12.671428571428573,1,False,Graduate
Single,Nursing,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,Daytime,Female,No,Yes,No,7,6,13.731666666666667,8,7,13.771428571428572,6,False,Dropout
Single,Agronomy,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Portuguese,Unskilled Workers,Administrative staff,Daytime,Male,No,Yes,No,6,6,12.875,6,5,12.142857142857142,1,True,Graduate
Married,Communication Design,Secondary education,Portuguese,Student,Administrative staff,Daytime,Male,No,Yes,No,10,8,14.625,7,5,13.4,1,False,Dropout
Single,Management,Secondary education,Portuguese,,,Daytime,Male,No,No,No,3,0,0.0,2,0,0.0,1,False,Dropout
Single,Social Service,Secondary education,Brazilian,Unskilled Workers,Unskilled Workers,Daytime,Female,Yes,Yes,Yes,6,6,12.666666666666666,6,6,12.666666666666666,1,False,Graduate
Single,Nursing,Secondary education,Portuguese,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,Daytime,Female,No,Yes,No,8,6,12.491666666666667,8,6,12.491666666666667,1,False,Graduate
Single,Animation and Multimedia Design ,Secondary education,Portuguese,Administrative staff,Administrative staff,Daytime,Female,No,Yes,Yes,12,12,13.666666666666666,11,11,14.166666666666666,1,False,Graduate
Single,Veterinary Nursing,Secondary education,English,Unskilled Workers,Unskilled Workers,Daytime,Female,No,Yes,No,6,6,16.0,6,6,14.5,1,False,Graduate
